;2;3;4;5;
[6(40.000000%)|0(40.000000%)|6(40.000000%)];905€|0%|60%|40%;814.667€|0%|60%|40%;890.5€|0%|60%|40%;1028.2€|0%|60%|40%;
[6(40.000000%)|4(40.000000%)|0(40.000000%)];905€|4%|60%|36%;814.667€|0%|60%|40%;890.5€|0%|60%|40%;1028.2€|3%|60%|37%;
[6(40.000000%)|4(40.000000%)|4(40.000000%)];905€|0%|60%|40%;814.667€|0%|60%|40%;890.5€|65.3931%|27.6069%|7%;1028.2€|80.6304%|18.3696%|1%;
[6(40.000000%)|4(40.000000%)|5(40.000000%)];905€|0%|60%|40%;814.667€|6%|60%|34%;890.5€|52.3183%|38.6817%|9%;1028.2€|66.2171%|33.7829%|5.55112e-15%;
[6(40.000000%)|4(40.000000%)|6(40.000000%)];905€|4%|60%|36%;814.667€|0%|60%|40%;890.5€|1%|60%|39%;1028.2€|34.3077%|57.6923%|8%;
[6(40.000000%)|5(40.000000%)|0(40.000000%)];905€|0%|60%|40%;814.667€|0%|60%|40%;890.5€|1%|60%|39%;1028.2€|0%|60%|40%;
[6(40.000000%)|5(40.000000%)|4(40.000000%)];905€|0%|60%|40%;814.667€|12%|60%|28%;890.5€|18.5338%|54.4662%|27%;1028.2€|33%|60%|7%;
[6(40.000000%)|5(40.000000%)|5(40.000000%)];905€|16%|60%|24%;814.667€|0%|60%|40%;890.5€|18%|60%|22%;1028.2€|17%|60%|23%;
[6(40.000000%)|5(40.000000%)|6(40.000000%)];905€|9%|60%|31%;814.667€|7%|60%|33%;890.5€|18%|60%|22%;1028.2€|7%|60%|33%;
[6(40.000000%)|6(40.000000%)|0(40.000000%)];905€|2%|60%|38%;814.667€|3%|60%|37%;890.5€|3%|60%|37%;1028.2€|0%|60%|40%;
[6(40.000000%)|6(40.000000%)|4(40.000000%)];905€|0%|60%|40%;814.667€|0%|60%|40%;890.5€|7%|60%|33%;1028.2€|0%|60%|40%;
[6(40.000000%)|6(40.000000%)|5(40.000000%)];905€|0%|60%|40%;814.667€|16%|60%|24%;890.5€|20%|60%|20%;1028.2€|0%|60%|40%;
[6(40.000000%)|6(40.000000%)|6(40.000000%)];905€|0%|60%|40%;814.667€|6%|60%|34%;890.5€|1%|60%|39%;1028.2€|2%|60%|38%;
[0(40.000000%)|0(40.000000%)];905€|0%|60%|40%;814.667€|1%|60%|39%;890.5€|1%|60%|39%;1028.2€|17%|60%|23%;
[0(40.000000%)|4(40.000000%)];905€|0%|60%|40%;814.667€|5%|60%|35%;890.5€|48.1674%|33.8326%|18%;1028.2€|61.6338%|23.3662%|15%;
[0(40.000000%)|5(40.000000%)];905€|1%|60%|39%;814.667€|0%|60%|40%;890.5€|16%|60%|24%;1028.2€|8%|60%|32%;
[0(40.000000%)|6(40.000000%)];905€|0%|60%|40%;814.667€|4%|60%|36%;890.5€|4%|60%|36%;1028.2€|8%|60%|32%;
[4(40.000000%)|0(40.000000%)];905€|0%|60%|40%;814.667€|0%|60%|40%;890.5€|78.8041%|21.1959%|5.55112e-15%;1028.2€|43.1669%|39.8331%|17%;
[4(40.000000%)|4(40.000000%)];905€|5%|60%|35%;814.667€|21%|60%|19%;890.5€|81.8356%|18.1644%|1.94289e-14%;1028.2€|79.5544%|20.4456%|-2.77556e-15%;
[4(40.000000%)|5(40.000000%)];905€|0%|60%|40%;814.667€|21%|60%|19%;890.5€|10%|60%|30%;1028.2€|77.4871%|22.5129%|-8.32667e-15%;
[4(40.000000%)|6(40.000000%)];905€|1%|60%|39%;814.667€|7%|60%|33%;890.5€|0%|60%|40%;1028.2€|69.0418%|30.9582%|-5.55112e-15%;
[5(40.000000%)|0(40.000000%)];905€|0%|60%|40%;814.667€|0%|60%|40%;890.5€|0%|60%|40%;1028.2€|67.4955%|32.5045%|5.55112e-15%;
[5(40.000000%)|4(40.000000%)];905€|0%|60%|40%;814.667€|0%|60%|40%;890.5€|15%|60%|25%;1028.2€|13%|60%|27%;
[5(40.000000%)|5(40.000000%)];905€|6%|60%|34%;814.667€|15%|60%|25%;890.5€|4%|60%|36%;1028.2€|4%|60%|36%;
[5(40.000000%)|6(40.000000%)];905€|0%|60%|40%;814.667€|0%|60%|40%;890.5€|0%|60%|40%;1028.2€|0%|60%|40%;
[6(40.000000%)|0(40.000000%)];905€|8%|60%|32%;814.667€|3%|60%|37%;890.5€|2%|60%|38%;1028.2€|0%|60%|40%;
[6(40.000000%)|4(40.000000%)];905€|0%|60%|40%;814.667€|2%|60%|38%;890.5€|0%|60%|40%;1028.2€|8%|60%|32%;
[6(40.000000%)|5(40.000000%)];905€|3%|60%|37%;814.667€|15%|60%|25%;890.5€|0%|60%|40%;1028.2€|2%|60%|38%;
[6(40.000000%)|6(40.000000%)];905€|2%|60%|38%;814.667€|0%|60%|40%;890.5€|0%|60%|40%;1028.2€|7%|60%|33%;
[0(40.000000%)];905€|3%|60%|37%;814.667€|0%|60%|40%;890.5€|5%|60%|35%;1028.2€|3%|60%|37%;
[4(40.000000%)];905€|0%|60%|40%;814.667€|7%|60%|33%;890.5€|53.861%|46.139%|0%;1028.2€|46.9775%|41.0225%|12%;
[5(40.000000%)];905€|2%|60%|38%;814.667€|9%|60%|31%;890.5€|30%|60%|10%;1028.2€|15.0863%|54.9137%|30%;
[6(40.000000%)];905€|0%|60%|40%;814.667€|5%|60%|35%;890.5€|6%|60%|34%;1028.2€|5%|60%|35%;
];905€|0%|60%|40%;814.667€|3%|60%|37%;890.5€|16%|60%|24%;1028.2€|1%|60%|39%;
