;2;3;4;5;
[4(60.000000%)|0(40.000000%)|5(40.000000%)];4205.5€|57.0981%|31.9019%|11%;5662€|83.5305%|11.4695%|5%;6995.75€|88.5168%|11.4832%|0%;8431.8€|91.5251%|8.47494%|-2.77556e-15%;
[4(60.000000%)|0(40.000000%)|6(40.000000%)];4205.5€|42.1544%|52.8456%|5%;5662€|81.9102%|17.0898%|1%;6995.75€|89.8818%|10.1182%|-1.66533e-14%;8431.8€|93.2809%|6.71915%|-1.52656e-14%;
[4(60.000000%)|4(40.000000%)|0(40.000000%)];4205.5€|58.467%|40.533%|1%;5662€|87.6468%|12.3532%|1.38778e-14%;6995.75€|88.5612%|10.4388%|1%;8431.8€|91.6818%|8.31818%|-1.52656e-14%;
[4(60.000000%)|4(40.000000%)|4(40.000000%)];4205.5€|73.76%|26.24%|0%;5662€|87.0835%|12.9165%|5.55112e-15%;6995.75€|92.1006%|7.89937%|0%;8431.8€|92.2595%|7.74051%|1.38778e-15%;
[4(60.000000%)|4(40.000000%)|5(40.000000%)];4205.5€|72.2263%|24.7737%|3%;5662€|85.7069%|14.2931%|8.32667e-15%;6995.75€|93.141%|6.85902%|-4.16334e-15%;8431.8€|92.1399%|7.8601%|0%;
[4(60.000000%)|4(40.000000%)|6(40.000000%)];4205.5€|74.5121%|25.4879%|-5.55112e-15%;5662€|90.5873%|9.41271%|0%;6995.75€|90.6763%|9.32369%|6.93889e-15%;8431.8€|86.9606%|13.0394%|-5.55112e-15%;
[4(60.000000%)|5(40.000000%)|0(40.000000%)];4205.5€|71.1478%|26.8522%|2%;5662€|88.1398%|11.8602%|-4.16334e-15%;6995.75€|91.458%|8.54198%|5.55112e-15%;8431.8€|91.2823%|7.71766%|1%;
[4(60.000000%)|5(40.000000%)|4(40.000000%)];4205.5€|82.9895%|14.0105%|3%;5662€|84.9977%|8.00226%|7%;6995.75€|93.3888%|6.6112%|1.11022e-14%;8431.8€|92.288%|7.71197%|-1.38778e-15%;
[4(60.000000%)|5(40.000000%)|5(40.000000%)];4205.5€|75.9553%|24.0447%|0%;5662€|86.3073%|13.6927%|-8.32667e-15%;6995.75€|93.7517%|6.24825%|6.93889e-16%;8431.8€|91.7325%|8.26754%|-1.38778e-15%;
[4(60.000000%)|5(40.000000%)|6(40.000000%)];4205.5€|71.2273%|26.7727%|2%;5662€|89.3235%|10.6765%|-1.38778e-15%;6995.75€|85.3347%|11.6653%|3%;8431.8€|91.8214%|8.17861%|1.249e-14%;
[4(60.000000%)|6(40.000000%)|0(40.000000%)];4205.5€|37.1049%|49.8951%|13%;5662€|87.8126%|12.1874%|-2.77556e-15%;6995.75€|88.3086%|11.6914%|1.38778e-15%;8431.8€|86.6585%|13.3415%|-5.55112e-15%;
[4(60.000000%)|6(40.000000%)|4(40.000000%)];4205.5€|82.4994%|17.5006%|-2.77556e-15%;5662€|88.7663%|11.2337%|9.71445e-15%;6995.75€|90.2943%|8.70571%|1%;8431.8€|92.8655%|7.13446%|-9.71445e-15%;
[4(60.000000%)|6(40.000000%)|5(40.000000%)];4205.5€|82.4054%|17.5946%|0%;5662€|87.8938%|12.1062%|-2.77556e-15%;6995.75€|92.5077%|7.49233%|-1.38778e-15%;8431.8€|91.0804%|7.91958%|1%;
[4(60.000000%)|6(40.000000%)|6(40.000000%)];4205.5€|73.7843%|26.2157%|-1.11022e-14%;5662€|85.8994%|12.1006%|2%;6995.75€|87.3468%|9.65317%|3%;8431.8€|69.9602%|16.0398%|14%;
[5(60.000000%)|0(40.000000%)|0(40.000000%)];4205.5€|32.3299%|57.6701%|10%;5662€|86.122%|13.878%|2.77556e-15%;6995.75€|88.7666%|11.2334%|8.32667e-15%;8431.8€|87.2841%|12.7159%|1.11022e-14%;
[5(60.000000%)|0(40.000000%)|4(40.000000%)];4205.5€|65.2009%|34.7991%|0%;5662€|89.2119%|10.7881%|8.32667e-15%;6995.75€|87.5845%|12.4155%|1.94289e-14%;8431.8€|88.8296%|11.1704%|1.38778e-15%;
[5(60.000000%)|0(40.000000%)|5(40.000000%)];4205.5€|47.7265%|52.2735%|0%;5662€|89.623%|10.377%|6.93889e-15%;6995.75€|86.2008%|10.7992%|3%;8431.8€|90.946%|9.054%|-8.32667e-15%;
[5(60.000000%)|0(40.000000%)|6(40.000000%)];4205.5€|15%|60%|25%;5662€|72.4595%|27.5405%|1.66533e-14%;6995.75€|84.1268%|15.8732%|0%;8431.8€|90.5854%|9.41461%|-9.71445e-15%;
[5(60.000000%)|4(40.000000%)|0(40.000000%)];4205.5€|54.0513%|37.9487%|8%;5662€|83.9708%|10.0292%|6%;6995.75€|90.6421%|9.35787%|-5.55112e-15%;8431.8€|92.4002%|7.59979%|-8.32667e-15%;
[5(60.000000%)|4(40.000000%)|4(40.000000%)];4205.5€|78.7733%|21.2267%|-2.77556e-15%;5662€|89.6794%|10.3206%|-9.71445e-15%;6995.75€|90.8538%|9.14616%|2.77556e-15%;8431.8€|93.7708%|6.22921%|-6.245e-15%;
[5(60.000000%)|4(40.000000%)|5(40.000000%)];4205.5€|79.4179%|18.5821%|2%;5662€|85.6794%|14.3206%|2.77556e-15%;6995.75€|91.847%|8.15305%|6.93889e-15%;8431.8€|91.1057%|8.89431%|9.71445e-15%;
[5(60.000000%)|4(40.000000%)|6(40.000000%)];4205.5€|79.3854%|20.6146%|-1.11022e-14%;5662€|91.4668%|8.53319%|1.38778e-15%;6995.75€|91.7558%|8.24424%|4.16334e-15%;8431.8€|92.8587%|7.1413%|8.32667e-15%;
[5(60.000000%)|5(40.000000%)|0(40.000000%)];4205.5€|61.0799%|37.9201%|1%;5662€|82.8708%|17.1292%|5.55112e-15%;6995.75€|90.3729%|9.6271%|-5.55112e-15%;8431.8€|92.867%|7.13295%|1.38778e-14%;
[5(60.000000%)|5(40.000000%)|4(40.000000%)];4205.5€|85.6026%|13.3974%|1%;5662€|93.2706%|6.72939%|6.93889e-15%;6995.75€|90.6211%|9.37889%|1.11022e-14%;8431.8€|90.2895%|9.71047%|-1.38778e-15%;
[5(60.000000%)|5(40.000000%)|5(40.000000%)];4205.5€|83.1522%|16.8478%|0%;5662€|88.7223%|8.27769%|3%;6995.75€|86.4346%|13.5654%|8.32667e-15%;8431.8€|90.4531%|9.54692%|6.93889e-15%;
[5(60.000000%)|5(40.000000%)|6(40.000000%)];4205.5€|71.28%|28.72%|-5.55112e-15%;5662€|84.9742%|12.0258%|3%;6995.75€|87.1135%|10.8865%|2%;8431.8€|84.0651%|10.9349%|5%;
[5(60.000000%)|6(40.000000%)|0(40.000000%)];4205.5€|14%|60%|26%;5662€|86.0727%|13.9273%|-2.77556e-15%;6995.75€|83.8728%|16.1272%|2.77556e-15%;8431.8€|83.0629%|16.9371%|-2.77556e-15%;
[5(60.000000%)|6(40.000000%)|4(40.000000%)];4205.5€|60.8171%|32.1829%|7%;5662€|87.5416%|12.4584%|-8.32667e-15%;6995.75€|91.9135%|8.08647%|-2.77556e-15%;8431.8€|83.3544%|16.6456%|1.38778e-14%;
[5(60.000000%)|6(40.000000%)|5(40.000000%)];4205.5€|70.5659%|21.4341%|8%;5662€|82.7274%|16.2726%|1%;6995.75€|87.0367%|12.9633%|-2.77556e-15%;8431.8€|89.0061%|10.9939%|0%;
[5(60.000000%)|6(40.000000%)|6(40.000000%)];4205.5€|63.0961%|33.9039%|3%;5662€|84.4381%|15.5619%|5.55112e-15%;6995.75€|85.5113%|13.4887%|1%;8431.8€|90.7593%|9.24073%|1.38778e-15%;
[6(60.000000%)|0(40.000000%)|0(40.000000%)];4205.5€|0%|60%|40%;5662€|8%|60%|32%;6995.75€|30%|60%|10%;8431.8€|75.2913%|17.7087%|7%;
[6(60.000000%)|0(40.000000%)|4(40.000000%)];4205.5€|52.8101%|42.1899%|5%;5662€|80.8994%|17.1006%|2%;6995.75€|90.5646%|9.43539%|0%;8431.8€|76.542%|17.458%|6%;
[6(60.000000%)|0(40.000000%)|5(40.000000%)];4205.5€|11%|60%|29%;5662€|78.9508%|19.0492%|2%;6995.75€|88.5649%|11.4351%|1.52656e-14%;8431.8€|89.2298%|10.7702%|1.38778e-15%;
[6(60.000000%)|0(40.000000%)|6(40.000000%)];4205.5€|9%|60%|31%;5662€|65.0921%|27.9079%|7%;6995.75€|87.1632%|12.8368%|2.77556e-15%;8431.8€|84.7626%|15.2374%|5.55112e-15%;
[6(60.000000%)|4(40.000000%)|0(40.000000%)];4205.5€|51.6024%|48.3976%|-1.11022e-14%;5662€|81.1106%|18.8894%|0%;6995.75€|84.8286%|10.1714%|5%;8431.8€|80.6828%|11.3172%|8%;
[6(60.000000%)|4(40.000000%)|4(40.000000%)];4205.5€|74.2575%|24.7425%|1%;5662€|81.8732%|17.1268%|1%;6995.75€|84.6328%|15.3672%|2.77556e-15%;8431.8€|92.6003%|7.3997%|1.38778e-15%;
[6(60.000000%)|4(40.000000%)|5(40.000000%)];4205.5€|72.0734%|23.9266%|4%;5662€|80.9911%|12.0089%|7%;6995.75€|91.4143%|8.58565%|1.11022e-14%;8431.8€|91.3772%|8.62277%|1.249e-14%;
[6(60.000000%)|4(40.000000%)|6(40.000000%)];4205.5€|69.5576%|30.4424%|0%;5662€|90.6499%|9.35012%|6.93889e-15%;6995.75€|86.7869%|13.2131%|-2.77556e-15%;8431.8€|85.777%|14.223%|-2.77556e-15%;
[6(60.000000%)|5(40.000000%)|0(40.000000%)];4205.5€|2%|60%|38%;5662€|83.1476%|16.8524%|1.11022e-14%;6995.75€|86.0891%|13.9109%|0%;8431.8€|86.1165%|13.8835%|0%;
[6(60.000000%)|5(40.000000%)|4(40.000000%)];4205.5€|78.6264%|21.3736%|5.55112e-15%;5662€|88.1186%|11.8814%|2.77556e-15%;6995.75€|91.6148%|8.3852%|-6.93889e-15%;8431.8€|80.8954%|11.1046%|8%;
[6(60.000000%)|5(40.000000%)|5(40.000000%)];4205.5€|68.2634%|21.7366%|10%;5662€|83.2329%|16.7671%|5.55112e-15%;6995.75€|88.6589%|11.3411%|-9.71445e-15%;8431.8€|91.1378%|8.86222%|-4.16334e-15%;
[6(60.000000%)|5(40.000000%)|6(40.000000%)];4205.5€|75.318%|23.682%|1%;5662€|86.5138%|13.4862%|2.77556e-15%;6995.75€|88.0958%|11.9042%|-5.55112e-15%;8431.8€|91.7913%|8.2087%|-5.55112e-15%;
[6(60.000000%)|6(40.000000%)|0(40.000000%)];4205.5€|8%|60%|32%;5662€|84.4983%|15.5017%|-5.55112e-15%;6995.75€|69.0027%|30.9973%|1.11022e-14%;8431.8€|83.1897%|16.8103%|1.66533e-14%;
[6(60.000000%)|6(40.000000%)|4(40.000000%)];4205.5€|78.7633%|20.2367%|1%;5662€|80.3362%|19.6638%|2.77556e-15%;6995.75€|88.8883%|11.1117%|-8.32667e-15%;8431.8€|85.9328%|7.0672%|7%;
[6(60.000000%)|6(40.000000%)|5(40.000000%)];4205.5€|64.2084%|35.7916%|1.11022e-14%;5662€|80.4662%|17.5338%|2%;6995.75€|80.4326%|15.5674%|4%;8431.8€|85.5982%|14.4018%|5.55112e-15%;
[6(60.000000%)|6(40.000000%)|6(40.000000%)];4205.5€|37%|60%|3%;5662€|87.7593%|11.2407%|1%;6995.75€|77.1108%|15.8892%|7%;8431.8€|87.5365%|12.4635%|-2.77556e-15%;
[0(60.000000%)|0(40.000000%)];4205.5€|8%|60%|32%;5662€|6%|60%|34%;6995.75€|3%|60%|37%;8431.8€|0%|60%|40%;
[0(60.000000%)|4(40.000000%)];4205.5€|9%|60%|31%;5662€|4%|60%|36%;6995.75€|0%|60%|40%;8431.8€|4%|60%|36%;
[0(60.000000%)|5(40.000000%)];4205.5€|0%|60%|40%;5662€|0%|60%|40%;6995.75€|0%|60%|40%;8431.8€|9%|60%|31%;
[0(60.000000%)|6(40.000000%)];4205.5€|0%|60%|40%;5662€|0%|60%|40%;6995.75€|0%|60%|40%;8431.8€|0%|60%|40%;
[4(60.000000%)|0(40.000000%)];4205.5€|0%|60%|40%;5662€|4%|60%|36%;6995.75€|1%|60%|39%;8431.8€|60.457%|27.543%|12%;
[4(60.000000%)|4(40.000000%)];4205.5€|0%|60%|40%;5662€|31%|60%|9%;6995.75€|63.7819%|36.2181%|1.11022e-14%;8431.8€|57.6739%|40.3261%|2%;
[4(60.000000%)|5(40.000000%)];4205.5€|0%|60%|40%;5662€|12%|60%|28%;6995.75€|48.281%|42.719%|9%;8431.8€|62.8626%|32.1374%|5%;
[4(60.000000%)|6(40.000000%)];4205.5€|0%|60%|40%;5662€|3%|60%|37%;6995.75€|0%|44.3402%|55.6598%;8431.8€|4%|60%|36%;
[5(60.000000%)|0(40.000000%)];4205.5€|3%|60%|37%;5662€|18%|60%|22%;6995.75€|4%|60%|36%;8431.8€|0%|60%|40%;
[5(60.000000%)|4(40.000000%)];4205.5€|1%|60%|39%;5662€|5%|60%|35%;6995.75€|59.3073%|38.6927%|2%;8431.8€|53.8867%|34.1133%|12%;
[5(60.000000%)|5(40.000000%)];4205.5€|6%|60%|34%;5662€|0%|60%|40%;6995.75€|67.9121%|27.0879%|5%;8431.8€|30.337%|42.663%|27%;
[5(60.000000%)|6(40.000000%)];4205.5€|12%|60%|28%;5662€|14%|60%|26%;6995.75€|0%|60%|40%;8431.8€|18.9363%|41.0637%|40%;
[6(60.000000%)|0(40.000000%)];4205.5€|0%|60%|40%;5662€|0%|60%|40%;6995.75€|1%|60%|39%;8431.8€|6%|60%|34%;
[6(60.000000%)|4(40.000000%)];4205.5€|0%|60%|40%;5662€|1%|60%|39%;6995.75€|14%|60%|26%;8431.8€|0%|60%|40%;
[6(60.000000%)|5(40.000000%)];4205.5€|0%|60%|40%;5662€|7%|60%|33%;6995.75€|3%|60%|37%;8431.8€|19.1074%|47.8926%|33%;
[6(60.000000%)|6(40.000000%)];4205.5€|0%|60%|40%;5662€|4%|60%|36%;6995.75€|0%|60%|40%;8431.8€|4%|60%|36%;
[0(60.000000%)];4205.5€|2%|60%|38%;5662€|0%|60%|40%;6995.75€|1%|60%|39%;8431.8€|0%|60%|40%;
[4(60.000000%)];4205.5€|1%|60%|39%;5662€|54.7864%|36.2136%|9%;6995.75€|10%|36.4741%|53.5259%;8431.8€|37.9339%|47.0661%|15%;
[5(60.000000%)];4205.5€|4%|60%|36%;5662€|2%|60%|38%;6995.75€|4%|60%|36%;8431.8€|29%|60%|11%;
[6(60.000000%)];4205.5€|1%|60%|39%;5662€|0%|60%|40%;6995.75€|8%|60%|32%;8431.8€|3%|60%|37%;
];4205.5€|36.771%|51.229%|12%;5662€|80.5254%|19.4746%|1.38778e-14%;6995.75€|84.4103%|15.5897%|-2.77556e-15%;8431.8€|80.6522%|18.3478%|1%;
