;2;3;4;5;
[0(50.000000%)|6(40.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|0%|60%|40%;2565.25€|0%|60%|40%;3359€|24%|60%|16%;
[0(50.000000%)|6(40.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|0%|60%|40%;2565.25€|63.8721%|36.1279%|-1.11022e-14%;3359€|79.8015%|17.1985%|3%;
[0(50.000000%)|6(40.000000%)|5(40.000000%)];2119.5€|3%|60%|37%;2356.67€|7%|60%|33%;2565.25€|0%|60%|40%;3359€|9%|60%|31%;
[0(50.000000%)|6(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|1%|60%|39%;2565.25€|7%|60%|33%;3359€|1%|60%|39%;
[4(50.000000%)|0(40.000000%)|0(40.000000%)];2119.5€|10%|60%|30%;2356.67€|78.4428%|21.5572%|-2.77556e-15%;2565.25€|89.4332%|10.5668%|-5.55112e-15%;3359€|81.9701%|14.0299%|4%;
[4(50.000000%)|0(40.000000%)|4(40.000000%)];2119.5€|4%|60%|36%;2356.67€|79.1882%|20.8118%|0%;2565.25€|86.2662%|9.7338%|4%;3359€|90.0852%|9.91476%|-6.93889e-15%;
[4(50.000000%)|0(40.000000%)|5(40.000000%)];2119.5€|2%|60%|38%;2356.67€|52.019%|47.981%|0%;2565.25€|79.1759%|14.8241%|6%;3359€|86.7878%|13.2122%|-1.11022e-14%;
[4(50.000000%)|0(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|6%|60%|34%;2565.25€|5%|60%|35%;3359€|9%|60%|31%;
[4(50.000000%)|4(40.000000%)|0(40.000000%)];2119.5€|12%|60%|28%;2356.67€|78.1325%|21.8675%|0%;2565.25€|85.7479%|14.2521%|5.55112e-15%;3359€|86.3896%|13.6104%|-2.77556e-15%;
[4(50.000000%)|4(40.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|66.1716%|24.8284%|9%;2565.25€|87.3208%|11.6792%|1%;3359€|85.5692%|14.4308%|2.77556e-15%;
[4(50.000000%)|4(40.000000%)|5(40.000000%)];2119.5€|0%|60%|40%;2356.67€|69.2668%|26.7332%|4%;2565.25€|91.8038%|7.19622%|1%;3359€|89.5554%|9.44456%|1%;
[4(50.000000%)|4(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|81.8197%|18.1803%|5.55112e-15%;2565.25€|73.4035%|19.5965%|7%;3359€|82.6776%|13.3224%|4%;
[4(50.000000%)|5(40.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|73.8191%|26.1809%|5.55112e-15%;2565.25€|84.2352%|15.7648%|2.77556e-15%;3359€|87.9961%|12.0039%|5.55112e-15%;
[4(50.000000%)|5(40.000000%)|4(40.000000%)];2119.5€|4%|60%|36%;2356.67€|81.2664%|18.7336%|-2.77556e-15%;2565.25€|84.8221%|15.1779%|-5.55112e-15%;3359€|86.9145%|13.0855%|5.55112e-15%;
[4(50.000000%)|5(40.000000%)|5(40.000000%)];2119.5€|0%|60%|40%;2356.67€|69.0998%|23.9002%|7%;2565.25€|86.7868%|13.2132%|0%;3359€|85.1224%|9.87756%|5%;
[4(50.000000%)|5(40.000000%)|6(40.000000%)];2119.5€|20%|60%|20%;2356.67€|80.0963%|19.9037%|-5.55112e-15%;2565.25€|83.9334%|16.0666%|-8.32667e-15%;3359€|85.7337%|14.2663%|-2.77556e-15%;
[4(50.000000%)|6(40.000000%)|0(40.000000%)];2119.5€|2%|60%|38%;2356.67€|24%|60%|16%;2565.25€|59.9788%|38.0212%|2%;3359€|76.7963%|23.2037%|-5.55112e-15%;
[4(50.000000%)|6(40.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|77.8811%|21.1189%|1%;2565.25€|82.1492%|17.8508%|-2.77556e-15%;3359€|75.9695%|20.0305%|4%;
[4(50.000000%)|6(40.000000%)|5(40.000000%)];2119.5€|2%|60%|38%;2356.67€|76.8869%|23.1131%|1.38778e-14%;2565.25€|76.1429%|19.8571%|4%;3359€|83.1333%|10.8667%|6%;
[4(50.000000%)|6(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|14.7265%|51.2735%|34%;2565.25€|75.5366%|21.4634%|3%;3359€|81.5862%|10.4138%|8%;
[5(50.000000%)|0(40.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|9%|60%|31%;2565.25€|73.6829%|23.3171%|3%;3359€|87.3263%|7.67372%|5%;
[5(50.000000%)|0(40.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|75.4188%|24.5812%|0%;2565.25€|75.8771%|15.1229%|9%;3359€|77.0286%|12.9714%|10%;
[5(50.000000%)|0(40.000000%)|5(40.000000%)];2119.5€|5%|60%|35%;2356.67€|47.1656%|51.8344%|1%;2565.25€|74.9992%|17.0008%|8%;3359€|82.7957%|16.2043%|1%;
[5(50.000000%)|0(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|17%|54.9292%|28.0708%;2565.25€|85.7014%|14.2986%|-2.77556e-15%;3359€|47.8293%|28.1707%|24%;
[5(50.000000%)|4(40.000000%)|0(40.000000%)];2119.5€|7%|60%|33%;2356.67€|67.1966%|32.8034%|5.55112e-15%;2565.25€|74.4731%|24.5269%|1%;3359€|73.7165%|17.2835%|9%;
[5(50.000000%)|4(40.000000%)|4(40.000000%)];2119.5€|17%|60%|23%;2356.67€|71.1146%|28.8854%|5.55112e-15%;2565.25€|83.7216%|14.2784%|2%;3359€|86.5902%|9.40984%|4%;
[5(50.000000%)|4(40.000000%)|5(40.000000%)];2119.5€|0%|60%|40%;2356.67€|84.4079%|15.5921%|-1.11022e-14%;2565.25€|84.2573%|15.7427%|-5.55112e-15%;3359€|92.5336%|7.46641%|-4.16334e-15%;
[5(50.000000%)|4(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|58.7138%|32.2862%|9%;2565.25€|87.298%|12.702%|1.38778e-14%;3359€|74.8092%|16.1908%|9%;
[5(50.000000%)|5(40.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|7%|60%|33%;2565.25€|87.398%|12.602%|8.32667e-15%;3359€|71.8368%|18.1632%|10%;
[5(50.000000%)|5(40.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|82.4765%|17.5235%|-5.55112e-15%;2565.25€|83.1465%|16.8535%|-2.77556e-15%;3359€|86.1101%|13.8899%|2.77556e-15%;
[5(50.000000%)|5(40.000000%)|5(40.000000%)];2119.5€|4%|60%|36%;2356.67€|75.5206%|16.4794%|8%;2565.25€|83.6502%|16.3498%|0%;3359€|86.5953%|13.4047%|-5.55112e-15%;
[5(50.000000%)|5(40.000000%)|6(40.000000%)];2119.5€|11%|60%|29%;2356.67€|75.9392%|24.0608%|1.94289e-14%;2565.25€|77.1405%|15.8595%|7%;3359€|69.9173%|15.0827%|15%;
[5(50.000000%)|6(40.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|29%|60%|11%;2565.25€|24%|60%|16%;3359€|72.8058%|21.1942%|6%;
[5(50.000000%)|6(40.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|40.2197%|50.7803%|9%;2565.25€|82.8516%|17.1484%|-5.55112e-15%;3359€|84.3156%|15.6844%|2.77556e-15%;
[5(50.000000%)|6(40.000000%)|5(40.000000%)];2119.5€|2%|60%|38%;2356.67€|76.3317%|23.6683%|2.77556e-15%;2565.25€|75.5569%|22.4431%|2%;3359€|84.0022%|15.9978%|-2.77556e-15%;
[5(50.000000%)|6(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|23%|60%|17%;2565.25€|59.9543%|20.0457%|20%;3359€|68.3095%|16.6905%|15%;
[6(50.000000%)|0(40.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|0%|60%|40%;2565.25€|9%|60%|31%;3359€|0%|60%|40%;
[6(50.000000%)|0(40.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|0%|60%|40%;2565.25€|0%|60%|40%;3359€|58.4588%|33.5412%|8%;
[6(50.000000%)|0(40.000000%)|5(40.000000%)];2119.5€|3%|60%|37%;2356.67€|0%|60%|40%;2565.25€|4%|60%|36%;3359€|40.9158%|31.0842%|28%;
[6(50.000000%)|0(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|18%|60%|22%;2565.25€|0%|60%|40%;3359€|51.7237%|36.2763%|12%;
[6(50.000000%)|4(40.000000%)|0(40.000000%)];2119.5€|6%|60%|34%;2356.67€|0%|60%|40%;2565.25€|1%|60%|39%;3359€|0%|60%|40%;
[6(50.000000%)|4(40.000000%)|4(40.000000%)];2119.5€|1%|60%|39%;2356.67€|46.6565%|27.3435%|26%;2565.25€|84.4076%|15.5924%|2.77556e-15%;3359€|68.1649%|21.8351%|10%;
[6(50.000000%)|4(40.000000%)|5(40.000000%)];2119.5€|10%|60%|30%;2356.67€|78.7839%|21.2161%|5.55112e-15%;2565.25€|77.3306%|18.6694%|4%;3359€|79.0718%|13.9282%|7%;
[6(50.000000%)|4(40.000000%)|6(40.000000%)];2119.5€|6%|60%|34%;2356.67€|24%|60%|16%;2565.25€|36.2007%|38.7993%|25%;3359€|79.7713%|20.2287%|-2.77556e-15%;
[6(50.000000%)|5(40.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|12%|60%|28%;2565.25€|7%|60%|33%;3359€|0%|60%|40%;
[6(50.000000%)|5(40.000000%)|4(40.000000%)];2119.5€|1.38778e-15%|60%|40%;2356.67€|66.4603%|27.5397%|6%;2565.25€|79.3748%|20.6252%|0%;3359€|66.1759%|21.8241%|12%;
[6(50.000000%)|5(40.000000%)|5(40.000000%)];2119.5€|0%|60%|40%;2356.67€|79.9375%|20.0625%|-5.55112e-15%;2565.25€|80.4984%|17.5016%|2%;3359€|80.2918%|14.7082%|5%;
[6(50.000000%)|5(40.000000%)|6(40.000000%)];2119.5€|7%|60%|33%;2356.67€|66.5609%|33.4391%|5.55112e-15%;2565.25€|72.3716%|20.6284%|7%;3359€|72.4755%|20.5245%|7%;
[6(50.000000%)|6(40.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|2%|60%|38%;2565.25€|0%|60%|40%;3359€|2%|60%|38%;
[6(50.000000%)|6(40.000000%)|4(40.000000%)];2119.5€|15%|60%|25%;2356.67€|63.9126%|36.0874%|0%;2565.25€|58.4576%|41.5424%|5.55112e-15%;3359€|73.4914%|24.5086%|2%;
[6(50.000000%)|6(40.000000%)|5(40.000000%)];2119.5€|8%|60%|32%;2356.67€|72.0512%|27.9488%|5.55112e-15%;2565.25€|53.8644%|46.1356%|-5.55112e-15%;3359€|68.163%|20.837%|11%;
[6(50.000000%)|6(40.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|8%|60%|32%;2565.25€|13%|60%|27%;3359€|52.834%|29.166%|18%;
[0(50.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|3%|60%|37%;2565.25€|15%|60%|25%;3359€|1%|60%|39%;
[0(50.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|0%|60%|40%;2565.25€|15%|48.9622%|36.0378%;3359€|13.3946%|40.6054%|46%;
[0(50.000000%)|5(40.000000%)];2119.5€|0%|60%|40%;2356.67€|5%|60%|35%;2565.25€|4%|60%|36%;3359€|16.1765%|58.8235%|25%;
[0(50.000000%)|6(40.000000%)];2119.5€|7%|60%|33%;2356.67€|12%|60%|28%;2565.25€|0%|60%|40%;3359€|12%|60%|28%;
[4(50.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|12%|53.9374%|34.0626%;2565.25€|47.5734%|34.4266%|18%;3359€|1%|44.4877%|54.5123%;
[4(50.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|26%|60%|14%;2565.25€|67.6515%|30.3485%|2%;3359€|79.7715%|20.2285%|1.66533e-14%;
[4(50.000000%)|5(40.000000%)];2119.5€|0%|60%|40%;2356.67€|16%|60%|24%;2565.25€|54.9193%|27.0807%|18%;3359€|61.7795%|33.2205%|5%;
[4(50.000000%)|6(40.000000%)];2119.5€|1%|60%|39%;2356.67€|1%|60%|39%;2565.25€|0%|60%|40%;3359€|23%|60%|17%;
[5(50.000000%)|0(40.000000%)];2119.5€|0%|60%|40%;2356.67€|4%|60%|36%;2565.25€|3%|60%|37%;3359€|6%|60%|34%;
[5(50.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|1%|60%|39%;2565.25€|48.6132%|49.3868%|2%;3359€|27.9962%|38.0038%|34%;
[5(50.000000%)|5(40.000000%)];2119.5€|0%|60%|40%;2356.67€|5%|60%|35%;2565.25€|18%|60%|22%;3359€|67.7111%|32.2889%|1.11022e-14%;
[5(50.000000%)|6(40.000000%)];2119.5€|0%|60%|40%;2356.67€|5%|60%|35%;2565.25€|7%|60%|33%;3359€|6.93889e-16%|60%|40%;
[6(50.000000%)|0(40.000000%)];2119.5€|2%|60%|38%;2356.67€|0%|60%|40%;2565.25€|0%|60%|40%;3359€|0%|60%|40%;
[6(50.000000%)|4(40.000000%)];2119.5€|0%|60%|40%;2356.67€|7%|60%|33%;2565.25€|0%|60%|40%;3359€|14%|60%|26%;
[6(50.000000%)|5(40.000000%)];2119.5€|6.93889e-16%|60%|40%;2356.67€|2%|60%|38%;2565.25€|7%|60%|33%;3359€|3%|60%|37%;
[6(50.000000%)|6(40.000000%)];2119.5€|3%|60%|37%;2356.67€|0%|60%|40%;2565.25€|20%|60%|20%;3359€|14%|60%|26%;
[0(50.000000%)];2119.5€|7%|60%|33%;2356.67€|1%|60%|39%;2565.25€|17%|60%|23%;3359€|3%|60%|37%;
[4(50.000000%)];2119.5€|0%|60%|40%;2356.67€|14%|60%|26%;2565.25€|13.4121%|46.5879%|40%;3359€|50.4812%|43.5188%|6%;
[5(50.000000%)];2119.5€|0%|60%|40%;2356.67€|9%|60%|31%;2565.25€|1%|60%|39%;3359€|49.9714%|31.0286%|19%;
[6(50.000000%)];2119.5€|10%|60%|30%;2356.67€|6%|60%|34%;2565.25€|1%|60%|39%;3359€|0%|60%|40%;
];2119.5€|0%|60%|40%;2356.67€|66.8672%|30.1328%|3%;2565.25€|43.7519%|29.2481%|27%;3359€|76.093%|23.907%|-5.55112e-15%;
