;2;3;4;5;
[5(60.000000%)|0(50.000000%)];5675.5€|7%|60%|33%;7356.33€|0%|59.4059%|40.5941%;9089€|61.7189%|31.2811%|7%;11439.6€|66.2316%|32.7684%|1%;
[5(60.000000%)|4(50.000000%)];5675.5€|1.38778e-15%|60%|40%;7356.33€|73.441%|26.559%|1.66533e-14%;9089€|75.6933%|24.3067%|1.66533e-14%;11439.6€|81.6587%|18.3413%|1.11022e-14%;
[5(60.000000%)|5(50.000000%)];5675.5€|17%|60%|23%;7356.33€|72.1993%|24.8007%|3%;9089€|74.0747%|16.9253%|9%;11439.6€|81.2057%|18.7943%|-8.32667e-15%;
[5(60.000000%)|6(50.000000%)];5675.5€|3%|60%|37%;7356.33€|57.3321%|42.6679%|-5.55112e-15%;9089€|77.2797%|22.7203%|1.11022e-14%;11439.6€|70.4562%|29.5438%|-5.55112e-15%;
[6(60.000000%)|0(50.000000%)];5675.5€|3%|60%|37%;7356.33€|0%|60%|40%;9089€|1%|60%|39%;11439.6€|4%|60%|36%;
[6(60.000000%)|4(50.000000%)];5675.5€|5%|60%|35%;7356.33€|37.0982%|33.9018%|29%;9089€|63.6422%|28.3578%|8%;11439.6€|85.5841%|14.4159%|2.77556e-15%;
[6(60.000000%)|5(50.000000%)];5675.5€|0%|60%|40%;7356.33€|57.8627%|30.1373%|12%;9089€|56.94%|43.06%|-1.66533e-14%;11439.6€|44.6153%|30.3847%|25%;
[6(60.000000%)|6(50.000000%)];5675.5€|8%|60%|32%;7356.33€|8%|60%|32%;9089€|9.06257%|53.9374%|37%;11439.6€|14%|60%|26%;
[0(60.000000%)];5675.5€|4%|60%|36%;7356.33€|0%|60%|40%;9089€|6%|60%|34%;11439.6€|1%|60%|39%;
[4(60.000000%)];5675.5€|15%|60%|25%;7356.33€|63.1057%|36.8943%|0%;9089€|68.9969%|27.0031%|4%;11439.6€|80.4548%|16.5452%|3%;
[5(60.000000%)];5675.5€|12%|60%|28%;7356.33€|39.934%|46.066%|14%;9089€|75.6972%|22.3028%|2%;11439.6€|66.1312%|26.8688%|7%;
[6(60.000000%)];5675.5€|3%|60%|37%;7356.33€|7%|60%|33%;9089€|1%|51.8054%|47.1946%;11439.6€|4%|60%|36%;
];5675.5€|65.4667%|24.5333%|10%;7356.33€|81.9522%|18.0478%|-2.77556e-15%;9089€|82.0043%|17.9957%|1.11022e-14%;11439.6€|87.8201%|12.1799%|5.55112e-15%;
