;2;3;4;5;
[4(60.000000%)|5(60.000000%)|0(60.000000%)];7731.5€|54.8959%|36.1041%|9%;10287€|89.4229%|10.5771%|1.38778e-15%;14476.2€|88.1205%|11.8795%|-9.71445e-15%;18039.4€|93.6344%|6.36556%|-9.71445e-15%;
[4(60.000000%)|5(60.000000%)|4(60.000000%)];7731.5€|79.08%|17.92%|3%;10287€|89.0848%|10.9152%|-5.55112e-15%;14476.2€|90.9448%|9.05519%|4.16334e-15%;18039.4€|89.8945%|10.1055%|0%;
[4(60.000000%)|5(60.000000%)|5(60.000000%)];7731.5€|83.7679%|16.2321%|0%;10287€|89.2122%|10.7878%|2.77556e-15%;14476.2€|91.6765%|8.32349%|-1.38778e-14%;18039.4€|90.5734%|9.42657%|-1.38778e-15%;
[4(60.000000%)|5(60.000000%)|6(60.000000%)];7731.5€|83.9862%|14.0138%|2%;10287€|81.6657%|12.3343%|6%;14476.2€|89.0229%|10.9771%|-8.32667e-15%;18039.4€|92.8772%|7.12276%|1.11022e-14%;
[4(60.000000%)|6(60.000000%)|0(60.000000%)];7731.5€|71.9973%|26.0027%|2%;10287€|86.4559%|13.5441%|-1.11022e-14%;14476.2€|87.2411%|12.7589%|2.77556e-15%;18039.4€|90.6655%|9.33451%|1.38778e-14%;
[4(60.000000%)|6(60.000000%)|4(60.000000%)];7731.5€|81.2436%|18.7564%|1.11022e-14%;10287€|88.1298%|11.8702%|6.93889e-15%;14476.2€|89.8421%|9.15789%|1%;18039.4€|90.7417%|9.25832%|-2.77556e-15%;
[4(60.000000%)|6(60.000000%)|5(60.000000%)];7731.5€|79.5953%|20.4047%|-5.55112e-15%;10287€|87.9868%|12.0132%|4.16334e-15%;14476.2€|88.3274%|11.6726%|-1.38778e-15%;18039.4€|89.205%|9.79505%|1%;
[4(60.000000%)|6(60.000000%)|6(60.000000%)];7731.5€|72.9879%|27.0121%|0%;10287€|87.0238%|11.9762%|1%;14476.2€|90.2817%|9.71828%|0%;18039.4€|91.792%|8.20797%|0%;
[5(60.000000%)|0(60.000000%)|0(60.000000%)];7731.5€|62.22%|35.78%|2%;10287€|87.3887%|12.6113%|1.11022e-14%;14476.2€|91.7266%|8.2734%|9.71445e-15%;18039.4€|86.2747%|12.7253%|1%;
[5(60.000000%)|0(60.000000%)|4(60.000000%)];7731.5€|76.843%|23.157%|1.11022e-14%;10287€|86.9138%|8.08619%|5%;14476.2€|84.6803%|10.3197%|5%;18039.4€|92.3023%|7.69769%|-1.249e-14%;
[5(60.000000%)|0(60.000000%)|5(60.000000%)];7731.5€|76.7415%|22.2585%|1%;10287€|84.7136%|15.2864%|8.32667e-15%;14476.2€|89.0217%|10.9783%|1.38778e-15%;18039.4€|94.6974%|5.30261%|8.32667e-15%;
[5(60.000000%)|0(60.000000%)|6(60.000000%)];7731.5€|64.791%|33.209%|2%;10287€|88.4642%|11.5358%|4.16334e-15%;14476.2€|84.8881%|15.1119%|-1.11022e-14%;18039.4€|82.5339%|16.4661%|1%;
[5(60.000000%)|4(60.000000%)|0(60.000000%)];7731.5€|81.1671%|18.8329%|-8.32667e-15%;10287€|87.7263%|12.2737%|9.71445e-15%;14476.2€|91.9091%|8.09089%|-6.93889e-15%;18039.4€|91.3237%|6.67627%|2%;
[5(60.000000%)|4(60.000000%)|4(60.000000%)];7731.5€|84.9168%|15.0832%|0%;10287€|91.5848%|8.4152%|-4.16334e-15%;14476.2€|90.7406%|9.25942%|9.71445e-15%;18039.4€|92.3303%|7.66973%|1.38778e-15%;
[5(60.000000%)|4(60.000000%)|5(60.000000%)];7731.5€|70.2192%|20.7808%|9%;10287€|88.5539%|11.4461%|9.71445e-15%;14476.2€|92.7228%|7.27722%|5.55112e-15%;18039.4€|92.8213%|7.1787%|6.93889e-15%;
[5(60.000000%)|4(60.000000%)|6(60.000000%)];7731.5€|78.3622%|21.6378%|8.32667e-15%;10287€|92.6481%|7.35193%|-5.55112e-15%;14476.2€|87.244%|12.756%|0%;18039.4€|93.5412%|6.45883%|1.52656e-14%;
[5(60.000000%)|5(60.000000%)|0(60.000000%)];7731.5€|52.3889%|37.6111%|10%;10287€|86.4652%|13.5348%|0%;14476.2€|92.5751%|7.42494%|1.38778e-15%;18039.4€|93.0626%|6.93743%|4.16334e-15%;
[5(60.000000%)|5(60.000000%)|4(60.000000%)];7731.5€|81.8023%|15.1977%|3%;10287€|87.9924%|12.0076%|6.93889e-15%;14476.2€|90.8127%|9.18731%|2.77556e-15%;18039.4€|93.5767%|6.42326%|1.11022e-14%;
[5(60.000000%)|5(60.000000%)|5(60.000000%)];7731.5€|83.4551%|16.5449%|2.77556e-15%;10287€|89.9424%|9.05759%|1%;14476.2€|92.4767%|7.52334%|-1.11022e-14%;18039.4€|87.2411%|9.75888%|3%;
[5(60.000000%)|5(60.000000%)|6(60.000000%)];7731.5€|74.757%|21.243%|4%;10287€|86.4741%|13.5259%|1.11022e-14%;14476.2€|85.8879%|12.1121%|2%;18039.4€|86.5975%|10.4025%|3%;
[5(60.000000%)|6(60.000000%)|0(60.000000%)];7731.5€|54.0068%|45.9932%|5.55112e-15%;10287€|80.1729%|19.8271%|-8.32667e-15%;14476.2€|88.8182%|11.1818%|8.32667e-15%;18039.4€|87.9451%|9.05492%|3%;
[5(60.000000%)|6(60.000000%)|4(60.000000%)];7731.5€|68.2834%|16.7166%|15%;10287€|84.386%|7.614%|8%;14476.2€|92.5278%|7.47217%|-2.77556e-15%;18039.4€|88.6689%|11.3311%|5.55112e-15%;
[5(60.000000%)|6(60.000000%)|5(60.000000%)];7731.5€|78.9586%|21.0414%|2.77556e-15%;10287€|87.2982%|10.7018%|2%;14476.2€|91.5483%|8.45167%|8.32667e-15%;18039.4€|90.2652%|9.73481%|1.38778e-14%;
[5(60.000000%)|6(60.000000%)|6(60.000000%)];7731.5€|66.6436%|28.3564%|5%;10287€|87.7563%|12.2437%|4.16334e-15%;14476.2€|89.1107%|10.8893%|-2.77556e-15%;18039.4€|87.5844%|11.4156%|1%;
[6(60.000000%)|0(60.000000%)|0(60.000000%)];7731.5€|0%|60%|40%;10287€|5%|60%|35%;14476.2€|0%|60%|40%;18039.4€|69.7288%|29.2712%|1%;
[6(60.000000%)|0(60.000000%)|4(60.000000%)];7731.5€|64.9236%|24.0764%|11%;10287€|86.451%|12.549%|1%;14476.2€|88.3847%|11.6153%|5.55112e-15%;18039.4€|89.3691%|10.6309%|5.55112e-15%;
[6(60.000000%)|0(60.000000%)|5(60.000000%)];7731.5€|62.7135%|29.2865%|8%;10287€|79.7999%|12.2001%|8%;14476.2€|88.88%|11.12%|-1.11022e-14%;18039.4€|85.5347%|14.4653%|1.66533e-14%;
[6(60.000000%)|0(60.000000%)|6(60.000000%)];7731.5€|6%|60%|34%;10287€|79.0349%|13.9651%|7%;14476.2€|81.1437%|18.8563%|2.77556e-15%;18039.4€|75.8055%|16.1945%|8%;
[6(60.000000%)|4(60.000000%)|0(60.000000%)];7731.5€|53.9586%|46.0414%|0%;10287€|90.4091%|9.59094%|1.249e-14%;14476.2€|89.6138%|10.3862%|-1.11022e-14%;18039.4€|89.5454%|10.4546%|1.11022e-14%;
[6(60.000000%)|4(60.000000%)|4(60.000000%)];7731.5€|81.2645%|18.7355%|1.11022e-14%;10287€|88.3262%|11.6738%|1.11022e-14%;14476.2€|84.8389%|15.1611%|0%;18039.4€|92.0987%|7.90126%|-4.16334e-15%;
[6(60.000000%)|4(60.000000%)|5(60.000000%)];7731.5€|69.3638%|30.6362%|0%;10287€|86.6784%|13.3216%|-5.55112e-15%;14476.2€|88.5281%|11.4719%|5.55112e-15%;18039.4€|90.1074%|9.89263%|5.55112e-15%;
[6(60.000000%)|4(60.000000%)|6(60.000000%)];7731.5€|76.1945%|22.8055%|1%;10287€|92.7166%|7.2834%|-4.16334e-15%;14476.2€|90.3556%|9.64445%|-4.16334e-15%;18039.4€|88.7949%|11.2051%|1.11022e-14%;
[6(60.000000%)|5(60.000000%)|0(60.000000%)];7731.5€|54.4093%|37.5907%|8%;10287€|82.3008%|12.6992%|5%;14476.2€|87.9756%|12.0244%|4.16334e-15%;18039.4€|87.7431%|12.2569%|4.16334e-15%;
[6(60.000000%)|5(60.000000%)|4(60.000000%)];7731.5€|66%|29%|5%;10287€|89.4021%|10.5979%|-5.55112e-15%;14476.2€|82.2562%|8.74383%|9%;18039.4€|91.3545%|7.64551%|1%;
[6(60.000000%)|5(60.000000%)|5(60.000000%)];7731.5€|78.7819%|21.2181%|0%;10287€|80.5799%|15.4201%|4%;14476.2€|86.2874%|11.7126%|2%;18039.4€|93.3161%|6.68392%|6.93889e-15%;
[6(60.000000%)|5(60.000000%)|6(60.000000%)];7731.5€|81.787%|12.213%|6%;10287€|78.9816%|13.0184%|8%;14476.2€|89.8328%|10.1672%|2.77556e-15%;18039.4€|91.1864%|8.81359%|6.93889e-15%;
[6(60.000000%)|6(60.000000%)|0(60.000000%)];7731.5€|41.1765%|58.8235%|1.11022e-14%;10287€|80.7177%|19.2823%|1.11022e-14%;14476.2€|78.8324%|20.1676%|1%;18039.4€|82.1332%|17.8668%|-2.77556e-15%;
[6(60.000000%)|6(60.000000%)|4(60.000000%)];7731.5€|66.9091%|32.0909%|1%;10287€|88.5413%|11.4587%|-1.66533e-14%;14476.2€|93.4583%|6.54172%|8.32667e-15%;18039.4€|91.4024%|8.59765%|-1.38778e-15%;
[6(60.000000%)|6(60.000000%)|5(60.000000%)];7731.5€|78.6161%|16.3839%|5%;10287€|90.7605%|9.23952%|0%;14476.2€|92.8103%|7.18968%|-1.38778e-15%;18039.4€|92.1145%|7.88548%|1.249e-14%;
[6(60.000000%)|6(60.000000%)|6(60.000000%)];7731.5€|71.353%|28.647%|1.66533e-14%;10287€|77.324%|17.676%|5%;14476.2€|84.5808%|9.4192%|6%;18039.4€|88.5809%|11.4191%|0%;
[0(60.000000%)|0(60.000000%)];7731.5€|60.8733%|35.1267%|4%;10287€|72.4634%|21.5366%|6%;14476.2€|82.6911%|17.3089%|8.32667e-15%;18039.4€|74.2501%|25.7499%|0%;
[0(60.000000%)|4(60.000000%)];7731.5€|59.1238%|34.8762%|6%;10287€|85.1996%|14.8004%|-1.11022e-14%;14476.2€|89.2923%|10.7077%|5.55112e-15%;18039.4€|89.5083%|10.4917%|1.38778e-15%;
[0(60.000000%)|5(60.000000%)];7731.5€|72.4076%|27.5924%|0%;10287€|83.2795%|15.7205%|1%;14476.2€|83.4836%|16.5164%|1.11022e-14%;18039.4€|90.6938%|9.30619%|0%;
[0(60.000000%)|6(60.000000%)];7731.5€|52.6578%|42.3422%|5%;10287€|68.1464%|22.8536%|9%;14476.2€|79.4069%|20.5931%|2.77556e-15%;18039.4€|82.1464%|13.8536%|4%;
[4(60.000000%)|0(60.000000%)];7731.5€|65.1197%|28.8803%|6%;10287€|84.2777%|15.7223%|0%;14476.2€|87.5397%|12.4603%|-6.93889e-15%;18039.4€|86.1063%|13.8937%|1.11022e-14%;
[4(60.000000%)|4(60.000000%)];7731.5€|76.9537%|23.0463%|-2.77556e-15%;10287€|87.4484%|11.5516%|1%;14476.2€|89.6019%|10.3981%|-4.16334e-15%;18039.4€|91.5119%|8.48809%|-5.55112e-15%;
[4(60.000000%)|5(60.000000%)];7731.5€|64.6796%|30.3204%|5%;10287€|86.0985%|13.9015%|-2.77556e-15%;14476.2€|87.6614%|12.3386%|-2.77556e-15%;18039.4€|92.234%|7.76596%|-5.55112e-15%;
[4(60.000000%)|6(60.000000%)];7731.5€|67.58%|32.42%|-5.55112e-15%;10287€|80.2979%|19.7021%|2.77556e-15%;14476.2€|87.4203%|12.5797%|5.55112e-15%;18039.4€|80.899%|14.101%|5%;
[5(60.000000%)|0(60.000000%)];7731.5€|44.1735%|53.8265%|2%;10287€|61.5871%|20.4129%|18%;14476.2€|91.3517%|8.64832%|-4.16334e-15%;18039.4€|84.6479%|15.3521%|1.11022e-14%;
[5(60.000000%)|4(60.000000%)];7731.5€|68.8994%|28.1006%|3%;10287€|90.953%|9.04703%|-1.80411e-14%;14476.2€|90.0983%|9.90167%|9.71445e-15%;18039.4€|86.8735%|9.1265%|4%;
[5(60.000000%)|5(60.000000%)];7731.5€|62.3828%|23.6172%|14%;10287€|79.9119%|10.0881%|10%;14476.2€|86.6676%|13.3324%|-2.77556e-15%;18039.4€|87.9374%|11.0626%|1%;
[5(60.000000%)|6(60.000000%)];7731.5€|68.6708%|31.3292%|-1.11022e-14%;10287€|89.1091%|10.8909%|5.55112e-15%;14476.2€|84.1251%|15.8749%|-2.77556e-15%;18039.4€|89.5581%|10.4419%|-9.71445e-15%;
[6(60.000000%)|0(60.000000%)];7731.5€|5%|60%|35%;10287€|62.3131%|37.6869%|5.55112e-15%;14476.2€|74.1782%|25.8218%|5.55112e-15%;18039.4€|84.7296%|15.2704%|-5.55112e-15%;
[6(60.000000%)|4(60.000000%)];7731.5€|72.1429%|27.8571%|0%;10287€|80.6611%|12.3389%|7%;14476.2€|86.9261%|13.0739%|5.55112e-15%;18039.4€|88.8901%|11.1099%|6.93889e-15%;
[6(60.000000%)|5(60.000000%)];7731.5€|67.1948%|29.8052%|3%;10287€|82.1487%|17.8513%|0%;14476.2€|90.5466%|9.45343%|-2.77556e-15%;18039.4€|87.603%|10.397%|2%;
[6(60.000000%)|6(60.000000%)];7731.5€|74.2522%|25.7478%|0%;10287€|72.5504%|26.4496%|1%;14476.2€|80.2006%|19.7994%|1.11022e-14%;18039.4€|81.479%|18.521%|5.55112e-15%;
[0(60.000000%)];7731.5€|57.3725%|29.6275%|13%;10287€|56.5756%|30.4244%|13%;14476.2€|87.2342%|12.7658%|-1.11022e-14%;18039.4€|71.1352%|23.8648%|5%;
[4(60.000000%)];7731.5€|66.6864%|31.3136%|2%;10287€|86.5196%|13.4804%|-2.77556e-15%;14476.2€|88.1444%|11.8556%|9.71445e-15%;18039.4€|89.1408%|10.8592%|0%;
[5(60.000000%)];7731.5€|42.5492%|43.4508%|14%;10287€|79.9005%|20.0995%|-1.11022e-14%;14476.2€|73.1394%|16.8606%|10%;18039.4€|90.3332%|9.66681%|2.77556e-15%;
[6(60.000000%)];7731.5€|59.4028%|40.5972%|-1.11022e-14%;10287€|74.5273%|25.4727%|-5.55112e-15%;14476.2€|77.2756%|22.7244%|8.32667e-15%;18039.4€|82.8066%|17.1934%|2.77556e-15%;
];7731.5€|60.6596%|31.3404%|8%;10287€|65.2364%|34.7636%|0%;14476.2€|61.2787%|30.7213%|8%;18039.4€|80.6493%|18.3507%|1%;
