;2;3;4;5;
[0(70.000000%)|6(50.000000%)|0(50.000000%)];9719€|64.7261%|31.2739%|4%;13847€|81.4393%|18.5607%|0%;17377.8€|83.9664%|16.0336%|-5.55112e-15%;21628€|89.1009%|10.8991%|1.38778e-15%;
[0(70.000000%)|6(50.000000%)|4(50.000000%)];9719€|86.4229%|13.5771%|2.77556e-15%;13847€|89.9038%|10.0962%|-1.11022e-14%;17377.8€|93.5102%|6.48981%|-5.55112e-15%;21628€|92.156%|7.84403%|1.11022e-14%;
[0(70.000000%)|6(50.000000%)|5(50.000000%)];9719€|85.6164%|14.3836%|1.11022e-14%;13847€|90.3213%|8.67868%|1%;17377.8€|91.9503%|8.0497%|2.77556e-15%;21628€|91.5311%|8.46892%|1.38778e-14%;
[0(70.000000%)|6(50.000000%)|6(50.000000%)];9719€|80.8113%|16.1887%|3%;13847€|89.0708%|10.9292%|-1.11022e-14%;17377.8€|81.2955%|12.7045%|6%;21628€|91.0319%|8.96811%|4.16334e-15%;
[4(70.000000%)|0(50.000000%)|0(50.000000%)];9719€|90.5497%|9.45027%|-8.32667e-15%;13847€|92.3742%|7.62583%|-5.55112e-15%;17377.8€|92.5473%|7.45274%|0%;21628€|94.0423%|5.95768%|-1.38778e-15%;
[4(70.000000%)|0(50.000000%)|4(50.000000%)];9719€|88.0367%|11.9633%|1.52656e-14%;13847€|91.0213%|8.97871%|-1.11022e-14%;17377.8€|94.1857%|5.81426%|3.46945e-15%;21628€|92.3011%|7.69894%|-1.249e-14%;
[4(70.000000%)|0(50.000000%)|5(50.000000%)];9719€|89.2513%|10.7487%|5.55112e-15%;13847€|90.3557%|9.6443%|-9.71445e-15%;17377.8€|94.7951%|5.20492%|-1.38778e-15%;21628€|93.5572%|6.44283%|-5.55112e-15%;
[4(70.000000%)|0(50.000000%)|6(50.000000%)];9719€|85.9774%|14.0226%|8.32667e-15%;13847€|92.3524%|7.64759%|-1.38778e-15%;17377.8€|91.1058%|8.89421%|-4.16334e-15%;21628€|92.6273%|7.37265%|5.55112e-15%;
[4(70.000000%)|4(50.000000%)|0(50.000000%)];9719€|89.4513%|10.5487%|-4.16334e-15%;13847€|92.6288%|7.37123%|-4.16334e-15%;17377.8€|94.4122%|5.58775%|-4.85723e-15%;21628€|93.3304%|5.66959%|1%;
[4(70.000000%)|4(50.000000%)|4(50.000000%)];9719€|92.9909%|7.00911%|6.93889e-15%;13847€|91.7437%|8.25633%|9.71445e-15%;17377.8€|94.7016%|5.29842%|-2.77556e-15%;21628€|93.9268%|6.07324%|4.85723e-15%;
[4(70.000000%)|4(50.000000%)|5(50.000000%)];9719€|87.5701%|12.4299%|8.32667e-15%;13847€|91.5133%|6.48671%|2%;17377.8€|93.0133%|6.9867%|8.32667e-15%;21628€|94.0509%|5.94912%|1.04083e-14%;
[4(70.000000%)|4(50.000000%)|6(50.000000%)];9719€|86.8957%|13.1043%|1.66533e-14%;13847€|94.4479%|5.55214%|-1.94289e-14%;17377.8€|91.1169%|8.88308%|1.11022e-14%;21628€|94.0032%|5.99676%|1.11022e-14%;
[4(70.000000%)|5(50.000000%)|0(50.000000%)];9719€|89.5286%|10.4714%|-9.71445e-15%;13847€|94.412%|5.58804%|4.85723e-15%;17377.8€|95.4043%|4.59568%|-7.63278e-15%;21628€|92.1442%|7.85583%|2.77556e-15%;
[4(70.000000%)|5(50.000000%)|4(50.000000%)];9719€|89.9229%|10.0771%|2.77556e-15%;13847€|92.937%|7.06301%|0%;17377.8€|93.1385%|6.86153%|0%;21628€|93.5775%|6.42249%|6.93889e-15%;
[4(70.000000%)|5(50.000000%)|5(50.000000%)];9719€|90.2208%|9.77925%|-2.77556e-15%;13847€|94.4216%|5.57836%|-1.66533e-14%;17377.8€|93.289%|6.71105%|-8.32667e-15%;21628€|94.7715%|5.22855%|6.93889e-16%;
[4(70.000000%)|5(50.000000%)|6(50.000000%)];9719€|86.9063%|13.0937%|-1.11022e-14%;13847€|93.1398%|6.86016%|-1.11022e-14%;17377.8€|92.6612%|7.33884%|-1.38778e-14%;21628€|92.5505%|7.4495%|-5.55112e-15%;
[4(70.000000%)|6(50.000000%)|0(50.000000%)];9719€|88.0318%|11.9682%|-1.11022e-14%;13847€|92.0561%|7.94389%|1.249e-14%;17377.8€|91.4419%|8.55806%|9.71445e-15%;21628€|90.4828%|9.51723%|1.11022e-14%;
[4(70.000000%)|6(50.000000%)|4(50.000000%)];9719€|90.6521%|9.34793%|-9.71445e-15%;13847€|91.4302%|8.56983%|0%;17377.8€|91.1522%|8.84777%|0%;21628€|90.8293%|9.17074%|4.16334e-15%;
[4(70.000000%)|6(50.000000%)|5(50.000000%)];9719€|86.5485%|13.4515%|-5.55112e-15%;13847€|92.172%|7.82797%|-1.38778e-15%;17377.8€|93.1756%|6.82439%|8.32667e-15%;21628€|94.1229%|5.8771%|-1.31839e-14%;
[4(70.000000%)|6(50.000000%)|6(50.000000%)];9719€|90.6507%|9.34928%|-2.77556e-15%;13847€|89.3765%|10.6235%|2.77556e-15%;17377.8€|89.714%|10.286%|-5.55112e-15%;21628€|92.0983%|7.90169%|-6.93889e-15%;
[5(70.000000%)|0(50.000000%)|0(50.000000%)];9719€|84.7263%|15.2737%|8.32667e-15%;13847€|94.0762%|5.92379%|1.80411e-14%;17377.8€|92.6679%|7.33206%|-5.55112e-15%;21628€|89.2722%|7.72776%|3%;
[5(70.000000%)|0(50.000000%)|4(50.000000%)];9719€|82.45%|11.55%|6%;13847€|93.3714%|6.62858%|-6.93889e-15%;17377.8€|92.5137%|6.48634%|1%;21628€|94.1003%|5.89972%|9.02056e-15%;
[5(70.000000%)|0(50.000000%)|5(50.000000%)];9719€|87.7275%|12.2725%|5.55112e-15%;13847€|87.4979%|7.50208%|5%;17377.8€|84.4902%|10.5098%|5%;21628€|94.0468%|5.95319%|-4.16334e-15%;
[5(70.000000%)|0(50.000000%)|6(50.000000%)];9719€|87.5774%|11.4226%|1%;13847€|91.4973%|8.50274%|-4.16334e-15%;17377.8€|90.308%|9.69198%|2.77556e-15%;21628€|93.3972%|6.60285%|1.38778e-15%;
[5(70.000000%)|4(50.000000%)|0(50.000000%)];9719€|90.5851%|9.41486%|1.38778e-14%;13847€|90.8104%|9.18963%|6.93889e-15%;17377.8€|92.0277%|7.9723%|-1.38778e-15%;21628€|95.6708%|4.32923%|-4.16334e-15%;
[5(70.000000%)|4(50.000000%)|4(50.000000%)];9719€|85.8814%|14.1186%|-8.32667e-15%;13847€|94.0609%|5.93914%|6.93889e-16%;17377.8€|95.087%|4.91305%|-9.71445e-15%;21628€|95.9188%|4.0812%|6.245e-15%;
[5(70.000000%)|4(50.000000%)|5(50.000000%)];9719€|89.6011%|10.3989%|-9.71445e-15%;13847€|93.0097%|6.99033%|8.32667e-15%;17377.8€|94.3048%|5.69518%|-1.31839e-14%;21628€|90.7187%|9.28128%|-2.77556e-15%;
[5(70.000000%)|4(50.000000%)|6(50.000000%)];9719€|87.0267%|12.9733%|8.32667e-15%;13847€|86.9039%|12.0961%|1%;17377.8€|93.6197%|6.38033%|-1.11022e-14%;21628€|91.0365%|8.96348%|-2.77556e-15%;
[5(70.000000%)|5(50.000000%)|0(50.000000%)];9719€|86.9601%|11.0399%|2%;13847€|90.0849%|9.91514%|1.249e-14%;17377.8€|92.5133%|7.48669%|-8.32667e-15%;21628€|92.664%|7.33602%|2.77556e-15%;
[5(70.000000%)|5(50.000000%)|4(50.000000%)];9719€|88.7629%|11.2371%|-1.38778e-15%;13847€|91.5449%|8.45514%|0%;17377.8€|93.5799%|6.42012%|1.38778e-15%;21628€|95.4961%|4.50389%|1.38778e-14%;
[5(70.000000%)|5(50.000000%)|5(50.000000%)];9719€|89.619%|10.381%|8.32667e-15%;13847€|94.2522%|5.74779%|-5.55112e-15%;17377.8€|92.5231%|7.47685%|-2.77556e-15%;21628€|95.6652%|4.33478%|1.66533e-14%;
[5(70.000000%)|5(50.000000%)|6(50.000000%)];9719€|84.5989%|14.4011%|1%;13847€|89.3486%|8.65137%|2%;17377.8€|94.2675%|5.7325%|-4.85723e-15%;21628€|93.913%|6.08703%|-2.77556e-15%;
[5(70.000000%)|6(50.000000%)|0(50.000000%)];9719€|78.381%|13.619%|8%;13847€|90.4835%|9.51654%|1.66533e-14%;17377.8€|91.3391%|7.6609%|1%;21628€|94.1616%|5.83844%|-9.02056e-15%;
[5(70.000000%)|6(50.000000%)|4(50.000000%)];9719€|90.2616%|9.7384%|-1.249e-14%;13847€|94.8926%|5.10744%|2.77556e-15%;17377.8€|91.8956%|8.10443%|-4.16334e-15%;21628€|92.5783%|7.42168%|-4.16334e-15%;
[5(70.000000%)|6(50.000000%)|5(50.000000%)];9719€|86.774%|13.226%|-5.55112e-15%;13847€|94.1077%|5.89233%|1.11022e-14%;17377.8€|93.5203%|6.47972%|-2.77556e-15%;21628€|93.3961%|6.60386%|-1.38778e-15%;
[5(70.000000%)|6(50.000000%)|6(50.000000%)];9719€|84.3779%|15.6221%|5.55112e-15%;13847€|91.713%|8.28703%|0%;17377.8€|89.9038%|10.0962%|0%;21628€|92.4983%|7.50169%|2.77556e-15%;
[6(70.000000%)|0(50.000000%)|0(50.000000%)];9719€|80.7384%|19.2616%|-1.11022e-14%;13847€|84.9298%|15.0702%|-5.55112e-15%;17377.8€|86.6085%|13.3915%|8.32667e-15%;21628€|91.1233%|8.87669%|1.249e-14%;
[6(70.000000%)|0(50.000000%)|4(50.000000%)];9719€|89.4484%|10.5516%|8.32667e-15%;13847€|92.1525%|7.8475%|-2.77556e-15%;17377.8€|90.9321%|9.06786%|1.249e-14%;21628€|91.3488%|8.65122%|8.32667e-15%;
[6(70.000000%)|0(50.000000%)|5(50.000000%)];9719€|79.8922%|15.1078%|5%;13847€|84.1227%|10.8773%|5%;17377.8€|91.3664%|8.63357%|2.77556e-15%;21628€|88.7809%|11.2191%|-5.55112e-15%;
[6(70.000000%)|0(50.000000%)|6(50.000000%)];9719€|87.7719%|12.2281%|5.55112e-15%;13847€|85.3073%|14.6927%|5.55112e-15%;17377.8€|91.5134%|8.48658%|4.16334e-15%;21628€|89.9841%|10.0159%|1.249e-14%;
[6(70.000000%)|4(50.000000%)|0(50.000000%)];9719€|89.6982%|10.3018%|5.55112e-15%;13847€|90.8486%|9.15145%|0%;17377.8€|93.8164%|6.18358%|1.17961e-14%;21628€|94.4354%|5.56462%|-2.08167e-15%;
[6(70.000000%)|4(50.000000%)|4(50.000000%)];9719€|90.4641%|9.53592%|0%;13847€|93.0751%|6.92489%|-6.93889e-15%;17377.8€|95.6332%|4.36675%|-7.63278e-15%;21628€|94.2868%|5.71321%|7.63278e-15%;
[6(70.000000%)|4(50.000000%)|5(50.000000%)];9719€|88.5158%|10.4842%|1%;13847€|91.2876%|8.71237%|5.55112e-15%;17377.8€|92.9149%|7.08513%|5.55112e-15%;21628€|93.6754%|6.32462%|-2.77556e-15%;
[6(70.000000%)|4(50.000000%)|6(50.000000%)];9719€|85.8444%|12.1556%|2%;13847€|92.5859%|7.41411%|5.55112e-15%;17377.8€|91.9208%|8.07918%|1.94289e-14%;21628€|94.2814%|5.7186%|-5.55112e-15%;
[6(70.000000%)|5(50.000000%)|0(50.000000%)];9719€|82.6137%|14.3863%|3%;13847€|88.7086%|11.2914%|-1.38778e-15%;17377.8€|93.9792%|6.02082%|-6.245e-15%;21628€|90.5097%|9.49028%|-6.93889e-15%;
[6(70.000000%)|5(50.000000%)|4(50.000000%)];9719€|84.1086%|15.8914%|-5.55112e-15%;13847€|92.4302%|7.56978%|1.52656e-14%;17377.8€|88.7427%|9.2573%|2%;21628€|90.3043%|9.69575%|1.38778e-15%;
[6(70.000000%)|5(50.000000%)|5(50.000000%)];9719€|87.4863%|9.51371%|3%;13847€|93.3052%|6.69483%|1.52656e-14%;17377.8€|91.0606%|7.93945%|1%;21628€|93.7349%|6.26509%|-1.38778e-15%;
[6(70.000000%)|5(50.000000%)|6(50.000000%)];9719€|92.7151%|7.28486%|1.38778e-15%;13847€|91.5343%|8.46567%|4.16334e-15%;17377.8€|91.6338%|8.36621%|-2.77556e-15%;21628€|93.9275%|6.07248%|-6.245e-15%;
[6(70.000000%)|6(50.000000%)|0(50.000000%)];9719€|82.4402%|14.5598%|3%;13847€|89.5433%|10.4567%|0%;17377.8€|92.866%|7.13402%|-1.38778e-15%;21628€|94.2841%|5.71588%|-9.71445e-15%;
[6(70.000000%)|6(50.000000%)|4(50.000000%)];9719€|86.8049%|13.1951%|0%;13847€|88.0586%|7.94141%|4%;17377.8€|92.787%|6.21295%|1%;21628€|91.699%|8.30101%|2.08167e-14%;
[6(70.000000%)|6(50.000000%)|5(50.000000%)];9719€|89.1171%|10.8829%|5.55112e-15%;13847€|88.081%|6.91897%|5%;17377.8€|93.5215%|6.47848%|1.11022e-14%;21628€|91.4172%|8.58279%|-9.71445e-15%;
[6(70.000000%)|6(50.000000%)|6(50.000000%)];9719€|78.2671%|16.7329%|5%;13847€|93.26%|6.74002%|2.77556e-15%;17377.8€|93.2314%|6.76865%|1.38778e-15%;21628€|93.9963%|6.00367%|3.46945e-15%;
[0(70.000000%)|0(50.000000%)];9719€|0%|60%|40%;13847€|5%|60%|35%;17377.8€|0%|60%|40%;21628€|0%|60%|40%;
[0(70.000000%)|4(50.000000%)];9719€|10%|60%|30%;13847€|53.4401%|36.5599%|10%;17377.8€|73.7068%|26.2932%|-5.55112e-15%;21628€|82.2871%|17.7129%|-1.11022e-14%;
[0(70.000000%)|5(50.000000%)];9719€|0%|60%|40%;13847€|56.4167%|35.5833%|8%;17377.8€|66.5669%|28.4331%|5%;21628€|73.1622%|21.8378%|5%;
[0(70.000000%)|6(50.000000%)];9719€|0%|60%|40%;13847€|15%|60%|25%;17377.8€|9%|60%|31%;21628€|4%|60%|36%;
[4(70.000000%)|0(50.000000%)];9719€|8%|60%|32%;13847€|61.151%|36.849%|2%;17377.8€|88.4064%|11.5936%|-1.38778e-15%;21628€|81.2543%|12.7457%|6%;
[4(70.000000%)|4(50.000000%)];9719€|1%|60%|39%;13847€|80.4119%|19.5881%|8.32667e-15%;17377.8€|82.1787%|17.8213%|-5.55112e-15%;21628€|77.2698%|18.7302%|4%;
[4(70.000000%)|5(50.000000%)];9719€|40.5941%|59.4059%|0%;13847€|77.9343%|22.0657%|5.55112e-15%;17377.8€|73.5546%|26.4454%|0%;21628€|78.0151%|16.9849%|5%;
[4(70.000000%)|6(50.000000%)];9719€|14%|60%|26%;13847€|67.1423%|32.8577%|0%;17377.8€|83.9719%|16.0281%|0%;21628€|73.8088%|14.1912%|12%;
[5(70.000000%)|0(50.000000%)];9719€|0%|60%|40%;13847€|64.265%|29.735%|6%;17377.8€|72.338%|22.662%|5%;21628€|68.7417%|25.2583%|6%;
[5(70.000000%)|4(50.000000%)];9719€|32.5941%|59.4059%|8%;13847€|75.7652%|24.2348%|-8.32667e-15%;17377.8€|85.6847%|14.3153%|0%;21628€|74.9162%|23.0838%|2%;
[5(70.000000%)|5(50.000000%)];9719€|2%|60%|38%;13847€|55.1516%|39.8484%|5%;17377.8€|82.8229%|17.1771%|0%;21628€|81.2459%|18.7541%|2.77556e-15%;
[5(70.000000%)|6(50.000000%)];9719€|5%|60%|35%;13847€|63.5365%|36.4635%|0%;17377.8€|64.7177%|27.2823%|8%;21628€|78.5136%|21.4864%|0%;
[6(70.000000%)|0(50.000000%)];9719€|10%|60%|30%;13847€|0%|60%|40%;17377.8€|82.5581%|16.4419%|1%;21628€|69.9038%|30.0962%|-5.55112e-15%;
[6(70.000000%)|4(50.000000%)];9719€|21%|60%|19%;13847€|57.8337%|34.1663%|8%;17377.8€|59.1357%|31.8643%|9%;21628€|80.1891%|19.8109%|-2.77556e-15%;
[6(70.000000%)|5(50.000000%)];9719€|4%|60%|36%;13847€|53.3141%|42.6859%|4%;17377.8€|58.9902%|26.0098%|15%;21628€|82.623%|17.377%|0%;
[6(70.000000%)|6(50.000000%)];9719€|0%|60%|40%;13847€|66.1866%|33.8134%|1.66533e-14%;17377.8€|67.1715%|32.8285%|1.11022e-14%;21628€|63.6915%|29.3085%|7%;
[0(70.000000%)];9719€|7%|60%|33%;13847€|13%|60%|27%;17377.8€|2%|60%|38%;21628€|0%|60%|40%;
[4(70.000000%)];9719€|29%|60%|11%;13847€|61.5573%|28.4427%|10%;17377.8€|68.8641%|23.1359%|8%;21628€|81.023%|16.977%|2%;
[5(70.000000%)];9719€|1%|60%|39%;13847€|71.021%|22.979%|6%;17377.8€|71.5114%|19.4886%|9%;21628€|64.3671%|28.6329%|7%;
[6(70.000000%)];9719€|9%|60%|31%;13847€|35.6426%|52.3574%|12%;17377.8€|44.1308%|33.8692%|22%;21628€|76.1503%|23.8497%|0%;
];9719€|83.1679%|16.8321%|0%;13847€|89.8961%|10.1039%|9.71445e-15%;17377.8€|91.1106%|8.8894%|1.94289e-14%;21628€|88.4471%|11.5529%|1.38778e-15%;
